Date,High,Low,Adj_Close,Change
2007-01-02,92.5,92.5,92.5,0.0
2007-01-03,93.4499969482422,92.6500015258789,93.0999984741211,0.65
2007-01-04,92.875,91.5500030517578,92.2249984741211,-0.94
2007-01-05,93.0999984741211,91.875,92.5749969482422,0.38
2007-01-08,93.5500030517578,92.5999984741211,93.25,0.73
2007-01-09,93.5749969482422,91.9749984741211,92.3000030517578,-1.02
2007-01-10,94.0999984741211,92.4000015258789,93.9499969482422,1.79
2007-01-11,94.0500030517578,92.4250030517578,93.5999984741211,-0.37
2007-01-12,93.1750030517578,90.75,91.8000030517578,-1.92
2007-01-16,92.4749984741211,90.6999969482422,92.2750015258789,0.52
2007-01-17,92.8249969482422,92.25,92.5500030517578,0.3
2007-01-18,92.7750015258789,92.2249984741211,92.4000015258789,-0.16
2007-01-19,92.3249969482422,90.6750030517578,91.0500030517578,-1.46
2007-01-22,91.3499984741211,90.3249969482422,90.25,-0.88
2007-01-23,90.4499969482422,89.375,89.57499694824219,-0.75
2007-01-24,90.1999969482422,89.5250015258789,89.8499984741211,0.31
2007-01-25,90.4749984741211,89.75,90.125,0.31
2007-01-26,90.0749969482422,89.44999694824219,90.2249984741211,0.11
2007-01-29,90.7249984741211,90.0,90.5999984741211,0.42
2007-01-30,90.4000015258789,89.875,89.92500305175781,-0.75
2007-01-31,90.5,89.7249984741211,90.2249984741211,0.33
2007-02-01,90.25,89.5,89.82499694824219,-0.44
2007-02-02,91.0,89.7249984741211,91.0500030517578,1.36
2007-02-05,92.5999984741211,91.75,91.6500015258789,0.66
2007-02-06,92.5500030517578,91.8249969482422,92.4749984741211,0.9
2007-02-07,94.0500030517578,92.9000015258789,93.6500015258789,1.27
2007-02-08,94.3000030517578,93.2750015258789,93.3499984741211,-0.32
2007-02-09,93.3499984741211,92.7750015258789,93.1999969482422,-0.16
2007-02-12,93.4000015258789,92.8499984741211,93.6999969482422,0.54
2007-02-13,94.4000015258789,93.8499984741211,94.4000015258789,0.75
2007-02-14,94.6500015258789,93.8000030517578,94.2249984741211,-0.19
2007-02-15,94.25,93.8499984741211,94.125,-0.11
2007-02-16,94.0,93.4499969482422,93.9000015258789,-0.24
