Date,High,Low,Adj Close,Change
2007-03-30,4207.759765625,4160.35009765625,4181.02978515625,0.0
2007-04-02,4191.759765625,4163.77001953125,4189.5498046875,0.2
2007-04-03,4248.06982421875,4199.5400390625,4246.2998046875,1.35
2007-04-04,4261.830078125,4242.0498046875,4261.830078125,0.37
2007-04-05,4274.169921875,4253.7900390625,4271.5400390625,0.23
2007-04-10,4307.66015625,4267.009765625,4301.47021484375,0.7
2007-04-11,4326.7001953125,4284.919921875,4293.2001953125,-0.19
2007-04-12,4291.10009765625,4249.2998046875,4280.02001953125,-0.31
2007-04-13,4319.27978515625,4284.02978515625,4317.35009765625,0.87
2007-04-16,4380.52001953125,4333.39013671875,4379.25,1.43
2007-04-17,4391.27978515625,4348.6201171875,4384.3798828125,0.12
2007-04-18,4377.77978515625,4338.509765625,4358.9501953125,-0.58
2007-04-19,4339.93017578125,4288.10986328125,4339.93017578125,-0.44
2007-04-20,4431.330078125,4350.669921875,4416.7900390625,1.77
2007-04-23,4428.419921875,4390.93994140625,4400.1201171875,-0.38
2007-04-24,4402.85986328125,4348.68994140625,4367.830078125,-0.73
2007-04-25,4415.9599609375,4380.58984375,4404.43994140625,0.84
2007-04-26,4434.06005859375,4403.06005859375,4414.2099609375,0.22
2007-04-27,4412.91015625,4366.85009765625,4383.1298828125,-0.7
2007-04-30,4409.419921875,4370.27001953125,4392.33984375,0.21
2007-05-02,4423.83984375,4397.33984375,4415.47998046875,0.53
2007-05-03,4432.169921875,4394.18994140625,4427.31982421875,0.27
2007-05-04,4449.330078125,4413.0400390625,4445.58984375,0.41
2007-05-07,4452.81982421875,4432.8798828125,4441.31005859375,-0.1
2007-05-08,4435.60009765625,4398.009765625,4411.31982421875,-0.68
2007-05-10,4427.60986328125,4387.18994140625,4391.8701171875,-0.44
2007-05-11,4425.35009765625,4331.35986328125,4423.06982421875,0.71
2007-05-14,4446.56982421875,4406.4599609375,4413.72021484375,-0.21
2007-05-15,4444.97021484375,4390.509765625,4441.02978515625,0.62
2007-05-16,4445.22021484375,4415.669921875,4422.6201171875,-0.41
2007-05-18,4484.1298828125,4425.0498046875,4480.81005859375,1.32
2007-05-21,4484.77978515625,4459.91015625,4465.5400390625,-0.34
2007-05-22,4483.7001953125,4457.35009765625,4469.8798828125,0.1
2007-05-23,4500.60986328125,4472.0498046875,4499.68994140625,0.67
2007-05-24,4495.919921875,4449.31982421875,4452.7001953125,-1.04
2007-05-25,4470.64013671875,4421.419921875,4463.52001953125,0.24
2007-05-29,4483.83984375,4462.27978515625,4474.81005859375,0.25
2007-05-30,4470.5,4426.64013671875,4468.72021484375,-0.14
2007-05-31,4522.240234375,4484.5,4512.64990234375,0.98
2007-06-01,4562.39013671875,4515.27001953125,4556.97021484375,0.98
2007-06-04,4556.1201171875,4521.0498046875,4537.81005859375,-0.42
2007-06-05,4550.35009765625,4507.10009765625,4513.18017578125,-0.54
2007-06-06,4516.27001953125,4434.77001953125,4437.2900390625,-1.68
2007-06-07,4461.81005859375,4369.47021484375,4381.4501953125,-1.26
2007-06-08,4399.1298828125,4330.27001953125,4376.419921875,-0.11
2007-06-11,4418.81005859375,4394.490234375,4415.5,0.89
2007-06-12,4421.33984375,4368.3798828125,4383.02001953125,-0.74
2007-06-13,4413.419921875,4349.72021484375,4401.68017578125,0.43
2007-06-14,4485.0400390625,4427.14990234375,4485.0400390625,1.89
2007-06-15,4556.0400390625,4491.4599609375,4551.0,1.47
2007-06-18,4559.72998046875,4517.16015625,4530.22021484375,-0.46
2007-06-19,4547.990234375,4516.68994140625,4527.22021484375,-0.07
2007-06-20,4572.81982421875,4538.60986328125,4545.60986328125,0.41
2007-06-21,4527.3798828125,4462.58984375,4488.66015625,-1.25
2007-06-22,4509.18994140625,4470.5498046875,4479.35986328125,-0.21
2007-06-25,4478.18017578125,4423.81982421875,4471.1298828125,-0.18
2007-06-26,4460.4501953125,4420.7900390625,4433.0400390625,-0.85
2007-06-27,4418.8798828125,4383.3701171875,4412.1201171875,-0.47
2007-06-28,4458.97998046875,4433.89990234375,4457.990234375,1.04
2007-06-29,4489.77001953125,4441.18017578125,4489.77001953125,0.71
2007-07-02,4479.81005859375,4450.2900390625,4470.259765625,-0.43
2007-07-03,4522.47998046875,4483.3798828125,4513.009765625,0.96
2007-07-04,4530.2001953125,4515.25,4524.240234375,0.25
2007-07-05,4537.93017578125,4486.72021484375,4491.8701171875,-0.72
2007-07-06,4524.4501953125,4486.5,4524.4501953125,0.73
2007-07-09,4551.27001953125,4522.81005859375,4528.759765625,0.1
2007-07-10,4545.02978515625,4461.72998046875,4474.14990234375,-1.21
2007-07-11,4455.8798828125,4403.56005859375,4447.52001953125,-0.6
2007-07-12,4517.7001953125,4434.81005859375,4517.7001953125,1.58
2007-07-13,4560.68994140625,4532.14990234375,4542.56982421875,0.55
