Date,High,Low,Adj Close,Change
2007-01-03,12580.349609375,12404.8203125,12474.51953125,0.0
2007-01-04,12510.41015625,12403.8603515625,12480.6904296875,0.05
2007-01-05,12480.1298828125,12365.41015625,12398.009765625,-0.66
2007-01-08,12445.919921875,12337.3701171875,12423.490234375,0.21
2007-01-09,12466.4296875,12369.169921875,12416.599609375,-0.06
2007-01-10,12451.6103515625,12355.6298828125,12442.16015625,0.21
2007-01-11,12544.4599609375,12442.9599609375,12514.98046875,0.59
2007-01-12,12561.0400390625,12489.66015625,12556.080078125,0.33
2007-01-16,12585.080078125,12538.9296875,12582.58984375,0.21
2007-01-17,12614.0,12550.5498046875,12577.150390625,-0.04
2007-01-18,12611.91015625,12547.33984375,12567.9296875,-0.07
2007-01-19,12586.83984375,12523.5498046875,12565.5302734375,-0.02
2007-01-22,12572.580078125,12450.8896484375,12477.16015625,-0.7
2007-01-23,12554.23046875,12468.349609375,12533.7998046875,0.45
2007-01-24,12623.4501953125,12531.080078125,12621.76953125,0.7
2007-01-25,12622.650390625,12487.33984375,12502.5595703125,-0.94
2007-01-26,12539.08984375,12431.33984375,12487.01953125,-0.12
2007-01-29,12542.7001953125,12481.490234375,12490.7802734375,0.03
2007-01-30,12538.4501953125,12459.4599609375,12523.3095703125,0.26
2007-01-31,12657.01953125,12505.2001953125,12621.6904296875,0.79
2007-02-01,12682.5703125,12616.080078125,12673.6796875,0.41
2007-02-02,12683.9296875,12638.349609375,12653.490234375,-0.16
2007-02-05,12681.2099609375,12629.8603515625,12661.740234375,0.07
2007-02-06,12680.5703125,12633.9404296875,12666.3095703125,0.04
2007-02-07,12700.2802734375,12630.5,12666.8701171875,0.0
2007-02-08,12665.830078125,12575.8603515625,12637.6298828125,-0.23
2007-02-09,12675.6796875,12545.099609375,12580.830078125,-0.45
2007-02-12,12607.509765625,12536.2099609375,12552.5498046875,-0.22
2007-02-13,12658.2197265625,12549.1904296875,12654.849609375,0.81
2007-02-14,12759.400390625,12651.2099609375,12741.8603515625,0.69
2007-02-15,12779.0302734375,12728.7197265625,12765.009765625,0.18
2007-02-16,12769.169921875,12744.01953125,12767.5703125,0.02
2007-02-20,12795.9296875,12704.6796875,12786.6396484375,0.15
2007-02-21,12782.8701171875,12707.169921875,12738.41015625,-0.38
2007-02-22,12763.73046875,12650.6103515625,12686.01953125,-0.41
2007-02-23,12682.1298828125,12628.01953125,12647.48046875,-0.3
2007-02-26,12697.23046875,12608.4697265625,12632.259765625,-0.12
2007-02-27,12629.3798828125,12086.0595703125,12216.240234375,-3.29
2007-02-28,12353.4697265625,12186.0400390625,12268.6298828125,0.43
2007-03-01,12289.2197265625,12059.5400390625,12234.33984375,-0.28
2007-03-02,12247.400390625,12107.3701171875,12114.099609375,-0.98
2007-03-05,12188.83984375,12039.1103515625,12050.41015625,-0.53
2007-03-06,12224.41015625,12050.6103515625,12207.58984375,1.3
2007-03-07,12256.9404296875,12178.990234375,12192.4501953125,-0.12
2007-03-08,12303.6396484375,12193.330078125,12260.7001953125,0.56
2007-03-09,12330.8798828125,12228.5,12276.3203125,0.13
2007-03-12,12349.9501953125,12246.51953125,12318.6201171875,0.34
2007-03-13,12307.5703125,12071.48046875,12075.9599609375,-1.97
2007-03-14,12142.9404296875,11939.6103515625,12133.400390625,0.48
2007-03-15,12188.1201171875,12105.919921875,12159.6796875,0.22
2007-03-16,12190.3603515625,12082.1298828125,12110.41015625,-0.41
2007-03-19,12234.669921875,12110.41015625,12226.169921875,0.96
2007-03-20,12294.0302734375,12213.1103515625,12288.099609375,0.51
2007-03-21,12480.4501953125,12263.509765625,12447.51953125,1.3
2007-03-22,12476.2802734375,12408.509765625,12461.1396484375,0.11
2007-03-23,12511.0498046875,12448.650390625,12481.009765625,0.16
2007-03-26,12486.7802734375,12367.169921875,12469.0703125,-0.1
2007-03-27,12468.669921875,12377.26953125,12397.2900390625,-0.58
2007-03-28,12396.490234375,12257.419921875,12300.3603515625,-0.78
2007-03-29,12381.91015625,12267.58984375,12348.75,0.39
2007-03-30,12416.6796875,12242.599609375,12354.349609375,0.05
2007-04-02,12394.98046875,12324.2802734375,12382.2998046875,0.23
2007-04-03,12534.26953125,12379.0498046875,12510.2998046875,1.03
2007-04-04,12541.509765625,12495.75,12530.0498046875,0.16
2007-04-05,12572.4697265625,12500.3896484375,12560.2001953125,0.24
2007-04-09,12593.599609375,12555.3203125,12569.1396484375,0.07
2007-04-10,12588.5595703125,12549.4697265625,12573.849609375,0.04
2007-04-11,12580.0302734375,12455.849609375,12484.6201171875,-0.71
2007-04-12,12557.349609375,12428.2197265625,12552.9599609375,0.55
2007-04-13,12615.3798828125,12530.2099609375,12612.1298828125,0.47
2007-04-16,12731.1796875,12611.3095703125,12720.4599609375,0.86
2007-04-17,12790.01953125,12707.4501953125,12773.0400390625,0.41
2007-04-18,12838.4599609375,12728.990234375,12803.83984375,0.24
2007-04-19,12830.080078125,12734.919921875,12808.6298828125,0.04
2007-04-20,12966.2900390625,12810.169921875,12961.98046875,1.2
2007-04-23,12983.919921875,12916.6298828125,12919.400390625,-0.33
2007-04-24,12989.8603515625,12901.6796875,12953.9404296875,0.27
2007-04-25,13107.4501953125,12951.419921875,13089.8896484375,1.05
2007-04-26,13132.7998046875,13068.1201171875,13105.5,0.12
2007-04-27,13148.0,13073.400390625,13120.9404296875,0.12
2007-04-30,13162.0595703125,13061.5302734375,13062.91015625,-0.44
2007-05-01,13137.759765625,13041.2998046875,13136.1396484375,0.56
2007-05-02,13256.330078125,13130.5302734375,13211.8798828125,0.58
2007-05-03,13246.8203125,13196.0302734375,13241.3798828125,0.22
2007-05-04,13284.5302734375,13228.7802734375,13264.6201171875,0.18
2007-05-07,13317.6904296875,13260.7998046875,13312.9697265625,0.36
2007-05-08,13314.4296875,13237.5595703125,13309.0703125,-0.03
2007-05-09,13369.2900390625,13278.349609375,13362.8701171875,0.4
2007-05-10,13359.1298828125,13210.900390625,13215.1298828125,-1.11
2007-05-11,13333.4501953125,13212.0400390625,13326.2197265625,0.84
2007-05-14,13383.759765625,13297.0400390625,13346.7802734375,0.15
2007-05-15,13481.599609375,13339.4697265625,13383.83984375,0.28
2007-05-16,13489.5703125,13363.9296875,13487.5302734375,0.77
2007-05-17,13516.7099609375,13447.7900390625,13476.7197265625,-0.08
2007-05-18,13558.48046875,13476.400390625,13556.5302734375,0.59
2007-05-21,13586.0302734375,13529.1396484375,13542.8798828125,-0.1
2007-05-22,13586.6796875,13528.98046875,13539.9501953125,-0.02
2007-05-23,13609.759765625,13505.169921875,13525.650390625,-0.11
2007-05-24,13624.5498046875,13423.900390625,13441.1298828125,-0.62
2007-05-25,13516.1396484375,13440.0703125,13507.2802734375,0.49
2007-05-29,13564.66015625,13465.349609375,13521.33984375,0.1
2007-05-30,13636.08984375,13456.73046875,13633.080078125,0.83
2007-05-31,13673.0703125,13614.7197265625,13627.6396484375,-0.04
2007-06-01,13692.0,13624.3896484375,13668.1103515625,0.3
2007-06-04,13690.3798828125,13618.7802734375,13676.3203125,0.06
2007-06-05,13673.509765625,13551.0,13595.4599609375,-0.59
2007-06-06,13591.0703125,13437.3095703125,13465.669921875,-0.95
2007-06-07,13480.2197265625,13259.8203125,13266.73046875,-1.48
2007-06-08,13431.2197265625,13251.5302734375,13424.3896484375,1.19
2007-06-11,13478.1103515625,13381.6396484375,13424.9599609375,0.0
2007-06-12,13449.5,13294.6103515625,13295.009765625,-0.97
2007-06-13,13485.1201171875,13287.6201171875,13482.349609375,1.41
2007-06-14,13581.6103515625,13479.349609375,13553.73046875,0.53
2007-06-15,13688.66015625,13556.490234375,13639.48046875,0.63
2007-06-18,13667.9404296875,13608.759765625,13612.98046875,-0.19
2007-06-19,13652.169921875,13577.2197265625,13635.419921875,0.16
2007-06-20,13674.3603515625,13483.25,13489.419921875,-1.07
2007-06-21,13564.2099609375,13398.8701171875,13545.83984375,0.42
2007-06-22,13545.1103515625,13359.6904296875,13360.259765625,-1.37
2007-06-25,13488.76953125,13299.7802734375,13352.0498046875,-0.06
2007-06-26,13452.51953125,13308.7197265625,13337.66015625,-0.11
2007-06-27,13433.009765625,13259.8603515625,13427.73046875,0.68
2007-06-28,13498.2900390625,13389.2802734375,13422.2802734375,-0.04
2007-06-29,13524.5400390625,13314.0,13408.6201171875,-0.1
2007-07-02,13537.8701171875,13409.51953125,13535.4296875,0.95
2007-07-03,13591.6904296875,13531.5302734375,13577.2998046875,0.31
2007-07-05,13580.0595703125,13513.490234375,13565.83984375,-0.08
2007-07-06,13633.6298828125,13537.9501953125,13611.6796875,0.34
2007-07-09,13670.4599609375,13609.0,13649.9697265625,0.28
2007-07-10,13649.240234375,13496.169921875,13501.7001953125,-1.09
2007-07-11,13590.9501953125,13474.7900390625,13577.8701171875,0.56
2007-07-12,13869.9404296875,13579.169921875,13861.73046875,2.09
2007-07-13,13932.2900390625,13845.8798828125,13907.25,0.33
2007-07-16,13989.1103515625,13894.98046875,13950.98046875,0.31
2007-07-17,14021.9501953125,13942.849609375,13971.5498046875,0.15
2007-07-18,13965.9404296875,13823.599609375,13918.2197265625,-0.38
2007-07-19,14015.849609375,13918.7900390625,14000.41015625,0.59
2007-07-20,14009.26953125,13797.669921875,13851.080078125,-1.07
2007-07-23,13973.990234375,13851.73046875,13943.419921875,0.67
2007-07-24,13940.990234375,13701.58984375,13716.9501953125,-1.62
2007-07-25,13822.2197265625,13674.83984375,13785.0703125,0.5
2007-07-26,13783.4501953125,13335.2998046875,13473.5703125,-2.26
2007-07-27,13520.7998046875,13265.4697265625,13265.4697265625,-1.54
2007-07-30,13397.73046875,13219.1396484375,13358.3095703125,0.7
2007-07-31,13498.5302734375,13199.7900390625,13211.990234375,-1.1
2007-08-01,13393.01953125,13132.650390625,13362.3701171875,1.14
2007-08-02,13503.330078125,13350.419921875,13463.330078125,0.76
2007-08-03,13471.7900390625,13175.240234375,13181.91015625,-2.09
2007-08-06,13470.16015625,13158.580078125,13468.7802734375,2.18
2007-08-07,13608.1103515625,13347.169921875,13504.2998046875,0.26
2007-08-08,13695.8203125,13484.7900390625,13657.8603515625,1.14
2007-08-09,13652.330078125,13270.6796875,13270.6796875,-2.83
2007-08-10,13306.51953125,13057.8603515625,13239.5400390625,-0.23
2007-08-13,13338.150390625,13219.4599609375,13236.5302734375,-0.02
2007-08-14,13269.7802734375,13018.26953125,13028.919921875,-1.57
2007-08-15,13119.3203125,12834.240234375,12861.4697265625,-1.29
2007-08-16,12885.849609375,12517.9404296875,12845.7802734375,-0.12
2007-08-17,13167.6796875,12847.8095703125,13079.080078125,1.82
2007-08-20,13181.66015625,12982.75,13121.349609375,0.32
2007-08-21,13178.330078125,13052.169921875,13090.8603515625,-0.23
2007-08-22,13248.080078125,13088.259765625,13236.1298828125,1.11
2007-08-23,13298.6396484375,13169.150390625,13235.8798828125,-0.0
2007-08-24,13381.4697265625,13208.650390625,13378.8701171875,1.08
2007-08-27,13387.330078125,13305.5498046875,13322.1298828125,-0.42
2007-08-28,13318.599609375,13034.7802734375,13041.849609375,-2.1
2007-08-29,13293.4404296875,13043.0703125,13289.2900390625,1.9
2007-08-30,13315.1396484375,13184.58984375,13238.73046875,-0.38
2007-08-31,13428.9501953125,13240.83984375,13357.740234375,0.9
2007-09-04,13494.0595703125,13317.5,13448.8603515625,0.68
2007-09-05,13443.169921875,13248.240234375,13305.4697265625,-1.07
2007-09-06,13398.7099609375,13274.8203125,13363.349609375,0.44
2007-09-07,13360.830078125,13082.169921875,13113.3798828125,-1.87
2007-09-10,13207.1904296875,13021.9296875,13127.849609375,0.11
2007-09-11,13325.9501953125,13129.150390625,13308.3896484375,1.38
2007-09-12,13360.009765625,13263.0302734375,13291.650390625,-0.13
2007-09-13,13469.26953125,13292.3798828125,13424.8798828125,1.0
2007-09-14,13459.75,13323.83984375,13442.51953125,0.13
2007-09-17,13451.5400390625,13362.3701171875,13403.419921875,-0.29
2007-09-18,13739.9599609375,13403.1796875,13739.3896484375,2.51
2007-09-19,13867.5,13739.8798828125,13815.5595703125,0.55
2007-09-20,13822.1396484375,13741.009765625,13766.7001953125,-0.35
2007-09-21,13877.169921875,13768.25,13820.1904296875,0.39
2007-09-24,13874.41015625,13750.9296875,13759.0595703125,-0.44
2007-09-25,13787.1904296875,13696.3095703125,13778.650390625,0.14
2007-09-26,13915.7900390625,13779.2998046875,13878.150390625,0.72
