Date,High,Low,Adj_Close,Change
2007-01-02,61.54999923706055,60.40999984741211,61.04999923706055,0.0
2007-01-03,60.970001220703125,57.720001220703125,58.31999969482422,-4.47
2007-01-04,58.58000183105469,55.38999938964844,55.59000015258789,-4.68
2007-01-05,56.400001525878906,54.900001525878906,56.310001373291016,1.3
2007-01-08,57.720001220703125,55.09999847412109,56.09000015258789,-0.39
2007-01-09,56.20000076293945,53.880001068115234,55.63999938964844,-0.8
2007-01-10,55.810001373291016,53.43999862670898,54.02000045776367,-2.91
2007-01-11,54.72999954223633,51.79999923706055,51.880001068115234,-3.96
2007-01-12,53.11000061035156,51.560001373291016,52.9900016784668,2.14
2007-01-16,53.54999923706055,50.52999877929688,51.209999084472656,-3.36
2007-01-17,52.400001525878906,50.27999877929688,52.2400016784668,2.01
2007-01-18,52.68999862670898,49.900001525878906,50.47999954223633,-3.37
2007-01-19,52.04999923706055,50.119998931884766,51.9900016784668,2.99
2007-01-22,53.43999862670898,50.79999923706055,51.130001068115234,-1.65
2007-01-23,55.150001525878906,52.40999984741211,55.040000915527344,7.65
2007-01-24,55.45000076293945,53.65999984741211,55.369998931884766,0.6
2007-01-25,55.900001525878906,54.09999847412109,54.22999954223633,-2.06
2007-01-26,55.58000183105469,54.20000076293945,55.41999816894531,2.19
2007-01-29,55.959999084472656,53.75,54.0099983215332,-2.54
2007-01-30,57.04999923706055,53.81999969482422,56.970001220703125,5.48
2007-01-31,58.25,55.75,58.13999938964844,2.05
2007-02-01,58.86000061035156,57.09999847412109,57.29999923706055,-1.44
2007-02-02,59.25,57.04999923706055,59.02000045776367,3.0
2007-02-05,59.95000076293945,58.459999084472656,58.7400016784668,-0.47
2007-02-06,59.9900016784668,58.5,58.880001068115234,0.24
2007-02-07,59.84999847412109,57.25,57.709999084472656,-1.99
2007-02-08,59.869998931884766,57.29999923706055,59.709999084472656,3.47
2007-02-09,60.79999923706055,59.29999923706055,59.88999938964844,0.3
2007-02-12,59.7599983215332,57.380001068115234,57.810001373291016,-3.47
2007-02-13,59.59999847412109,57.2400016784668,59.060001373291016,2.16
2007-02-14,59.2599983215332,57.5,58.0,-1.79
2007-02-15,58.5099983215332,56.619998931884766,57.9900016784668,-0.02
2007-02-16,59.45000076293945,57.59000015258789,59.38999938964844,2.41
2007-02-20,59.25,57.31999969482422,58.06999969482422,-2.22
2007-02-21,60.630001068115234,58.06999969482422,60.06999969482422,3.44
2007-02-22,61.25,59.61000061035156,60.95000076293945,1.46
